Name,City,State
"Rajkiya engineering college, sonbhadra",Sonbhadra,Uttar Pradesh
Indian Institute of Technology (Banaras Hindu University) Varanasi,Varanasi,Uttar Pradesh
Kashi Institute Of Technology,Varanasi,Uttar Pradesh
Bipin Tripathi Kumaon Institute of Technology,Almora,Uttarakhand
Dev Bhoomi Institute of Technology,Dehradun,Uttarakhand
Graphic Era University,Dehradun,Uttarakhand
J.B. Institute of Technology,Dehradun,Uttarakhand
Shivalik College of Engg.,Dehradun,Uttarakhand
Tulas Institute,Dehradun,Uttarakhand
UPES,Dehradun,Uttarakhand
Uttaranchal University,Dehradun,Uttarakhand
Gurukul Kangri Vishwavidyalaya,Haridwar,Uttarakhand
Govind Ballabh Pant Institute of Engineering & Technology,Pauri,Uttarakhand
Indian Institute of Technology Roorkee,Roorkee,Uttarakhand
Quantum University,Roorkee,Uttarakhand
Roorkee College of Engineering,Roorkee,Uttarakhand
Roorkee Institute of Technology,Roorkee,Uttarakhand
National Institute of Technology Uttarakhand,Srinagar (Garhwal),Uttarakhand
Asansol Engineering College,Asansol,West Bengal
"Kazi Nazrul University, Asansol",Asansol,West Bengal
Mallabhum Institute of Technology 158,Bankura,West Bengal
NSHM Knowledge Campus Durgapur Group of Institutions 273,Barddhaman,West Bengal
"Dr. B.C. Roy Engineering College, Durgapur",Bardhaman,West Bengal
Hooghly Engineering and Technology College,Chinsurah,West Bengal
The Neotia University,Diamond Harbour,West Bengal
Bengal College of Engineering & Technology,Durgapur,West Bengal
National Institute of Technology Durgapur,Durgapur,West Bengal
Haldia Institute of Technology,Haldia,West Bengal
ACADEMY OF TECHNOLOGY,Hooghly,West Bengal
"Indian Institute of Engineering Science and Technology, Shibpur",HOWRAH,West Bengal
MCKV Institute of Engineering,Howrah,West Bengal
Omdayal Group of Institutions,Howrah,West Bengal
Supreme Knowledge Foundation Group of Institutions,Hugli,West Bengal
Jalpaiguri Government Engineering College,Jalpaiguri,West Bengal
"INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, KALYANI",Kalyani,West Bengal
JIS COLLEGE OF ENGINEERING,Kalyani,West Bengal
Kalyani Government Engineering College,Kalyani,West Bengal
Indian Institute of Technology Kharagpur,Kharagpur,West Bengal
Adamas University,Kolkata,West Bengal
B. P. Poddar Institute of Management & Technology,Kolkata,West Bengal
Bengal Institute of Technology,Kolkata,West Bengal
Brainware University,Kolkata,West Bengal
Budge Budge Institute of Technology,Kolkata,West Bengal
DR.SUDHIR CHANDRA SUR INSTITUTE OF TECHNOLOGY AND SPORTS COMPLEX,Kolkata,West Bengal
Dream Institute of Technology,Kolkata,West Bengal
Future Institute of Engineering and Management,Kolkata,West Bengal
Gargi Memorial Institute of Technology Campus,Kolkata,West Bengal
Government College of Engineering & Ceramic Technology,Kolkata,West Bengal
Greater Kolkata College of Engineering and Management 236,KOLKATA,West Bengal
Heritage Institute of Technology,Kolkata,West Bengal
Institute of Engineering & Management,Kolkata,West Bengal
Jadavpur University,Kolkata,West Bengal
JIS University,Kolkata,West Bengal
Narula Institute of Technology,Kolkata,West Bengal
Netaji Subhash Engineering College,Kolkata,West Bengal
RCC Institute of Information Technology,Kolkata,West Bengal
Regent Education & Research Foundation Group of Institutions,Kolkata,West Bengal
St. Thomas College of Engineering & Technology 122,Kolkata,West Bengal
Swami Vivekananda Institute of Science & Technology,Kolkata,West Bengal
TECHNO INTERNATIONAL NEW TOWN,KOLKATA,West Bengal
Techno Main Salt Lake,Kolkata,West Bengal
"Ghani Khan Choudhury Institute of Engineering & Technology, Kotwali, Malda",MALDA,West Bengal
ABACUS Institute of Engineering and Management,Mogra,West Bengal
Maulana Abul Kalam Azad University of Technology,Nadia,West Bengal
"University of Engineering and Management, Kolkata",New Town,West Bengal
Amity University,North Twenty Four Parganas,West Bengal
Gurunanak Institute Of Technology,North Twenty Four Parganas,West Bengal
TECHNO INTERNATIONAL BATANAGAR,South Twenty Four Parganas,West Bengal
Calcutta Institute of Technology 177,Uluberia,West Bengal
